,Unnamed: 0,dc_abstract,dc_fundingReferences,dc_language,dc_publicationYear,dc_publisher,dc_title,dc_types_resourceTypeGeneral,dc_url,doi,group,label_vulnerable,source,flagged_words_pen,flagged_words_nyt,flagged_words_all,has_flagged_word,num_flagged_words,num_pen_words,num_nyt_words,dc_funder_first,abstract_len,title_len
2084,2337,"<b>From original website</b><br>The Twentieth Century Crop Statistics, 1900-2017 data set consists of 
national or subnational maize and wheat production, yield, and harvested
 area statistics for all available years for the period 1900-2017. It 
combines a new digitization of crop statistics from Italy, Spain, 
Indonesia, China, Mexico, Uruguay, Chile, Sweden, and Morocco with 
existing, publicly available, digitized data sets from India, Australia,
 the United States, Canada, Southern Brazil, Argentina, England, 
Austria, Belgium, Croatia, Czech Republic, Finland, Germany, Spain, 
Portugal, France, the Netherlands, and South Africa. All Units are 
converted to hectares (ha) for Units of harvested areas, tonnes for 
Units of production, and tonnes/ha for Units of yield. A ratio of 
1/36.744 is used to convert wheat bushels to tonnes, and a value of 
1/39.368 is used to convert maize bushels to tonnes. In all cases, the 
Harvest_year reported in the data set is the harvest year for the crop.<br><b>Comment</b><br>Metadata are included in various formats. Details about the methodology are in the documentation (pdf).",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Twentieth Century Crop Statistics, 1900-2017",Dataset,https://www.datalumos.org/datalumos/project/240888/version/V1/view,10.3886/E240888V1,A_drp,1,drp,,,,0,0,0,0,,163,5
2085,2338,"Five USAID-funded project's data are included in this folder, covering the period from 2013 - 2021.The projects are: 1) Literacy Achievement and Retention Activity (LARA), 2) LASER Uganda, 3) School Health and Reading Program (SHRP), 4) TLLA Pilot Study, 5) Transparency and Professional Norms in Uganda. Across the projects, the folder contains the followng files and numbers of each: coadebooks (34), consent (19), data files (36), instruments (43), and reports (13).",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,Uganda USAID Education Data,Dataset,https://www.datalumos.org/datalumos/project/237643/version/V1/view,10.3886/E237643V1,A_drp,1,drp,,,,0,0,0,0,,71,4
2086,2340,"The Uniform Appraisal Dataset (UAD) Aggregate Statistics Data File and Dashboards are the nation’s first publicly available datasets of aggregate statistics on appraisal records, giving the public new access to a broad set of data points and trends found in appraisal reports. The UAD Aggregate Statistics for Enterprise Single-Family, Enterprise Condominium, and Federal Housing Administration (FHA) Single-Family appraisals may be grouped by neighborhood characteristics, property characteristics and different geographic levels.DocumentationOverview (10/28/2024)Data Dictionary (10/28/2024)Data File Version History and Suppression Rates (12/18/2024)Dashboard Guide (2/3/2025)UAD Aggregate Statistics DashboardsThe UAD Aggregate Statistics Dashboards are the visual front end of the UAD Aggregate Statistics Data File. The Dashboards are designed to provide easy access to customized maps and charts for all levels of users. Access the UAD Aggregate Statistics Dashboards here.UAD Aggregate Statistics DatasetsNotes:Some of the data files are relatively large in size and will not open correctly in certain software packages, such as Microsoft Excel. All the files can be opened and used in data analytics software such as SAS, Python, or R.All CSV files are zipped.<br><br>",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,FHFA Data: Uniform Appraisal Dataset Aggregate Statistics,Dataset,https://www.datalumos.org/datalumos/project/219961/version/V1/view,10.3886/E219961V1,A_drp,1,drp,,,,0,0,0,0,,173,7
2087,2341,"Version 2.1 (2/4/2025)The Uniform Appraisal Dataset (UAD) Appraisal-Level Public Use File (PUF) is the nation’s first publicly available appraisal-level dataset of appraisal records, giving the public new access to a selected set of data fields found in appraisal reports. The UAD Appraisal-Level PUF are provided separately for the Enterprises (Fannie Mae and Freddie Mac) and Federal Housing Administration (FHA) appraisals:The Enterprise UAD Appraisal-Level PUF is based on a five percent nationally representative random sample of appraisals for single-family mortgages acquired by the Enterprises. The current release includes appraisals from 2013 through 2022.The FHA UAD Appraisal-Level PUF is based on a five percent nationally representative random sample of appraisals for single-family mortgages insured by FHA. The current release includes appraisals from 2017 through 2022.The UAD Appraisal-Level PUF is a resource for users capable of using statistical software to extract and analyze data. Users can download annual or combined files in CSV, R, SAS and Stata formats. All files are zipped for ease with download.The UAD Appraisal-Level PUF provides the public and policymakers with meaningful data about appraisals to identify trends, conduct research, and promote compliance. Public, transparent data about appraisals promotes a liquid, efficient, competitive, and resilient national housing market.​DocumentationUAD PUF Dat​a Dictionary Version 2.1 (2/4/2025)UAD PUF Version History Version 2.1 (2/4/2025)UAD PUF D​ata Documentation (2/4/2025)",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,FHFA Data: Uniform Appraisal Dataset (UAD) Appraisal-Level Public Use File (PUF),Dataset,https://www.datalumos.org/datalumos/project/220583/version/V1/view,10.3886/E220583V1,A_drp,1,drp,promote,,promote,1,1,1,0,,215,11
2088,2342,"The Uniform Relocation Act Income Limits establish the extent of replacement housing
assistance dependent on qualifying as low-income, as defined by the U.S. Department of
Housing and Urban Development. The act applies to all federal agencies that initiate action that
forces households to relocate from their residence.
<br><br>",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,Uniform Relocation Act Income Limits,Dataset,https://www.datalumos.org/datalumos/project/219421/version/V1/view,10.3886/E219421V1,A_drp,1,drp,,,,0,0,0,0,,48,5
2090,2344,"The Public Health Emergency (PHE) declaration for COVID-19 expired on May 11, 2023. As a result, the Aggregate Case and Death Surveillance System will be discontinued. Although these data will continue to be publicly available, this dataset will no longer be updated.

On October 20, 2022, CDC began retrieving aggregate case and death data from jurisdictional and state partners weekly instead of daily.

This dataset includes the URLs that were used by the aggregate county data collection process that compiled aggregate case and death counts by county. Within this file, each of the states (plus select jurisdictions and territories) are listed along with the county web sources which were used for pulling these numbers. Some states had a single statewide source for collecting the county data, while other states and local health jurisdictions may have had standalone sources for individual counties. In the cases where both local and state web sources were listed, a composite approach was taken so that the maximum value reported for a location from either source was used. The initial raw data were sourced from these links and ingested into the CDC aggregate county dataset before being published on the COVID Data Tracker.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,United States COVID-19 County Level Data Sources - ARCHIVED,Dataset,https://www.datalumos.org/datalumos/project/243463/version/V1/view,10.3886/E243463V1,A_drp,1,drp,covid-19,,covid-19,1,1,1,0,,199,9
2094,2348,"This dataset provides data at the county level for the contiguous United States. It includes weekly United States Drought Monitor (USDM) data from 2000-2016 provided by the Cooperative Institute for Climate and Satellites - North Carolina. Please refer to the metadata attachment for more information.

These data are used by the CDC's National Environmental Public Health Tracking Network to generate drought measures. Learn more about drought on the Tracking Network's website: https://ephtracking.cdc.gov/showDroughtLanding.

By using these data, you signify your agreement to comply with the following requirements:
1. Use the data for statistical reporting and analysis only.
2. Do not attempt to learn the identity of any person included in the data and do not combine these data with other data for the purpose of matching records to identify individuals.
3. Do not disclose of or make use of the identity of any person or establishment discovered inadvertently and report the discovery to: trackingsupport@cdc.gov.
4. Do not imply or state, either in written or oral form, that interpretations based on the data are those of the original data sources and CDC unless the data user and data source are formally collaborating.
5. Acknowledge, in all reports or presentations based on these data, the original source of the data and CDC.
6. Suggested citation: Centers for Disease Control and Prevention. National Environmental Public Health Tracking Network. Web. Accessed: insert date. www.cdc.gov/ephtracking.

Problems or Questions?
Email trackingsupport@cdc.gov.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"United States Drought Monitor, 2000-2016",Dataset,https://www.datalumos.org/datalumos/project/243947/version/V1/view,10.3886/E243947V1,A_drp,1,drp,climate; identity,identity,climate; identity,1,2,2,1,,236,5
2095,2349,"The United States Large-Scale Solar Photovoltaic Database (USPVDB) provides the locations and array boundaries of U.S. ground-mounted photovoltaic (PV) facilities with capacity of 1 megawatt or more. It includes corresponding PV facility information, including panel type, site type, and initial year of operation. The creation of this database was jointly funded by the U.S. Department of Energy (DOE) Solar Energy Technologies Office (SETO) via the Lawrence Berkeley National Laboratory (LBNL) Energy Markets and Policy Department, and the U.S. Geological Survey (USGS) Energy Resources Program. The PV facility records are collected from the U.S. Energy Information Administration (EIA), position-verified and digitized from aerial imagery, and checked for quality. EIA facility data are supplemented with additional attributes obtained from public sources. Archived from 
https://energy.usgs.gov/uspvdb/

This archive contains raw input data for the Public Utility Data Liberation (PUDL)
software developed by Catalyst Cooperative. It is
organized into Frictionless
Data Packages. For additional information about this data and PUDL, see the
following resources:


  
The PUDL Repository on GitHub
  
PUDL Documentation
  
Other Catalyst Cooperative data archives",[],en,2025.0,Zenodo,USGS USPVDB -- U.S. Large-Scale Solar Photovoltaic Database,Dataset,https://zenodo.org/doi/10.5281/zenodo.14736300,10.5281/zenodo.14736300,A_drp,1,drp,photovoltaic; solar energy,,photovoltaic; solar energy,1,2,2,0,,171,8
2096,2350,"The United States Wind Turbine Database (USWTDB) provides the locations of land-based and offshore wind turbines in the United States, corresponding wind project information, and turbine technical specifications. Wind turbine records are collected and compiled from various public and private sources, digitized and position-verified from aerial imagery, and quality checked. The USWTDB is available for download in a variety of tabular and geospatial file formats, to meet a range of user/software needs. Dynamic web services are available for users that wish to access the USWTDB as a Representational State Transfer Services (RESTful) web service. Archived from 
https://energy.usgs.gov/uswtdb/

This archive contains raw input data for the Public Utility Data Liberation (PUDL)
software developed by Catalyst Cooperative. It is
organized into Frictionless
Data Packages. For additional information about this data and PUDL, see the
following resources:


  
The PUDL Repository on GitHub
  
PUDL Documentation
  
Other Catalyst Cooperative data archives",[],en,2025.0,Zenodo,USGS USWTDB - U.S. Wind Turbine Database,Dataset,https://zenodo.org/doi/10.5281/zenodo.14783215,10.5281/zenodo.14783215,A_drp,1,drp,,,,0,0,0,0,,146,7
2097,2351,"1991-2016. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Funding Data, Appropriations (1991-2016) and Expenditures (2008-2016). Appropriations data show public funds allocated to/by a particular state for tobacco prevention and control. They are not necessarily expended. Appropriations are from four major funding sources, Federal, state, Robert Wood Johnson Foundation (RWJF), and the American Legacy Foundation (Legacy). Expenditures are amounts spent by state tobacco control programs on tobacco prevention and control. Expenditure data are available by CDC Best Practices Program Components (State and Community Interventions, Health Communication Interventions, Cessation Interventions, Surveillance and Evaluation, and Administration and Management). Expenditures from 2008 to 2014 are compared against 2007 CDC Best Practices Recommendations; expenditures from 2015 and forward are compared against 2014 CDC Best Practices Recommendations.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,University of Illinois at Chicago Health Policy Center - Funding,Dataset,https://www.datalumos.org/datalumos/project/243677/version/V1/view,10.3886/E243677V1,A_drp,1,drp,community,,community,1,1,1,0,,131,10
2098,2352,"2010-2018; 2019. US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United States. The estimates for the 2010-2018 dataset are based on the 2010 Census and reflect changes to the April 1, 2010 population due to the Count Question Resolution program and geographic program revisions. Median age is calculated based on single year of age. The estimates for 2019 are based on a one-year dataset that was published on the US Census website in 2021. For population estimates methodology statements, see http://www.census.gov/popest/methodology/index.html.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United States,Dataset,https://www.datalumos.org/datalumos/project/243495/version/V1/view,10.3886/E243495V1,A_drp,1,drp,sex,sex,sex,1,1,1,1,,91,18
2099,2353,Boundary Shapes for the US Census 'Places' 2021,[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,Americorps US Census Place Shape Data,Dataset,https://www.datalumos.org/datalumos/project/221708/version/V1/view,10.3886/E221708V1,A_drp,1,drp,,,,0,0,0,0,,8,6
2100,2354,"CDC's Division of Population Health provides a cross-cutting set of 115 indicators developed by consensus among CDC, the Council of State and Territorial Epidemiologists, and the National Association of Chronic Disease Directors. These indicators allow states and territories to uniformly define, collect, and report chronic disease data that are important to public health practice in their area. In addition to providing access to state-specific indicator data, the CDI web site serves as a gateway to additional information and data resources.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,U.S. Chronic Disease Indicators,Dataset,https://www.datalumos.org/datalumos/project/243545/version/V1/view,10.3886/E243545V1,A_drp,1,drp,,,,0,0,0,0,,82,4
2101,2355,Summary statistics for US civil aviation accidents occurring from 2004 through 2023<br>,[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,US Civil Aviation Accident Statistics,Dataset,https://www.datalumos.org/datalumos/project/238803/version/V1/view,10.3886/E238803V1,A_drp,1,drp,,,,0,0,0,0,,12,5
2102,2356,"<b>From original website</b><br>The U.S. Climate Risk Projections by County, 2040-2049 data set contains
 a projection for 2040-2049 risk for the entire contiguous U.S. at the 
county level with a novel climate risk index integrating multiple 
hazards, exposures and vulnerabilities. Multiple hazards such as weather
 and climate are characterized as a frequency of heat wave, cold spells,
 drought, and heavy precipitation events along with anomalies of 
temperature and precipitation using high resolution (4 km) downscaled 
climate projections. Exposure is characterized by projections of 
population, infrastructure, and built surfaces prone to multiple hazards
 including sea level rise and storm surges. Vulnerability is 
characterized by projections of demographic groups most sensitive to 
climate hazards. This approach can guide planners in targeting counties 
at most risk and where adaptation strategies to reduce exposure or 
protect vulnerable populations might be best applied.<br><b>Comment</b><b><br></b>Metadata included in various formats.",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. Climate Risk Projections by County, 2040-2049",Dataset,https://www.datalumos.org/datalumos/project/240749/version/V1/view,10.3886/E240749V1,A_drp,1,drp,climate; climate risk; most risk; vulnerable; vulnerable populations,most risk; vulnerable populations,climate; climate risk; most risk; vulnerable; vulnerable populations,1,5,5,2,,141,7
2103,2357,"2017 Data on monetary value, weight, mileage, and type of transportation mode of hazardous materias in the United States of America.",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,"Bureau of Transportation Statistics: U.S. Hazardous Materials Shipments by Transportation Mode, 2017",Dataset,https://www.datalumos.org/datalumos/project/222162/version/V1/view,10.3886/E222162V1,A_drp,1,drp,,,,0,0,0,0,,21,12
2104,2358,"This dataset includes estimates of U.S. life expectancy at birth by state and census tract for the period 2010-2015 (1). Estimates were produced for 65,662 census tracts, covering the District of Columbia (D.C.) and all states, excluding Maine and Wisconsin, representing 88.7% of all U.S. census tracts (see notes). These estimates are the result of the collaborative project, “U.S. Small-area Life Expectancy Estimates Project (USALEEP),” between the National Center for Health Statistics (NCHS), the National Association for Public Health Statistics and Information Systems (NAPHSIS), and the Robert Wood Johnson Foundation (RWJF) (2).
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,U.S. Life Expectancy at Birth by State and Census Tract - 2010-2015,Dataset,https://www.datalumos.org/datalumos/project/243058/version/V1/view,10.3886/E243058V1,A_drp,1,drp,,,,0,0,0,0,,94,12
2105,2359,"The PIAAC U.S. 2017 public-use file (PUF) contains individual unit data 
including both responses to the background questionnaire and the 
cognitive assessment from the third U.S. PIAAC data collection, 
completed in 2017. Statistical disclosure control treatments were 
applied due to confidentiality concerns. For more details on the PUF, 
please refer to Appendix E of the U.S. PIAAC Technical Report (NCES 
2020-224).<br>The PIAAC 2012/14 U.S. PUF contains individual unit record data 
including both responses to the background questionnaire and the 
cognitive assessment from both the first and second U.S. PIAAC data 
collections, completed in 2012 and 2014, respectively. In September 
2017, the PUF was reissued, with an Errata Sheet
 detailing the revisions. Statistical disclosure control treatments were
 applied due to confidentiality concerns. For more details on the PUF, 
please refer to Appendix E of the U.S. PIAAC Technical Report (NCES 2016-036REV). <br><br><br>",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,U.S. PIAAC Cycle I (2012 - 2017) Public Use Files,Dataset,https://www.datalumos.org/datalumos/project/220802/version/V1/view,10.3886/E220802V1,A_drp,1,drp,,,,0,0,0,0,,141,10
2106,2360,"The U.S. PIAAC Skills Map provides estimates of adult 
literacy and numeracy proficiency in all U.S. states and counties, based on small area estimation applied to data from U.S. PIAAC Cycle I (2012-2017). <br>The estimates from the Skills Map were published in an Excel format available from within the Skills Map's interactive webpage. This project includes the Skills Map estimates as well as the user guide and methodological reports published with the Skills Map.<br>",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,U.S. PIAAC Cycle I (2012 - 2017) Skills Map Small Area Estimates,Dataset,https://www.datalumos.org/datalumos/project/222841/version/V1/view,10.3886/E222841V1,A_drp,1,drp,,,,0,0,0,0,,74,12
2107,2361,"The purpose of the RHFS is to provide current and continuous measure of financial, mortgage and property characteristics of multifamily rental housing properties in the United States. The survey provides information on the financing of multifamily rental housing properties with emphasis on new originations for purchase, refinancing, and loan terms associated with these originations. In addition, the survey includes information on property characteristics, such as number of units, amenities available, rental income and expenditure information.<br>",[],en,2025.0,ICPSR - Interuniversity Consortium for Political and Social Research,Rental Housing Finance Survey,Dataset,https://www.datalumos.org/datalumos/project/222161/version/V1/view,10.3886/E222161V1,A_drp,1,drp,,,,0,0,0,0,,75,4
2108,2362,"State and territorial executive orders, administrative orders, resolutions, proclamations, and other official publicly available government communications are collected from government websites and cataloged and coded using Microsoft Excel by one or more coders with one or more additional coders conducting quality assurance.

Data were collected to determine when individuals in states and territories were subject to executive orders, administrative orders, resolutions, proclamations, and other official publicly available government communications related to COVID-19 banning gatherings of various sizes either (1) generally, or specified that the gathering limit applied only when social distancing was not possible, or (2) even if participants practiced social distancing.

These data are derived from on the publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly ban gatherings found by the CDC, COVID-19 Community Intervention and Critical Populations Task Force, Monitoring and Evaluation Team &amp; CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through August 15, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded, as well as official government communications such as announcements that counties have progressed through new phases of reopening pursuant to an executive order, directive, or other executive branch action, and posted to government websites; news media reports on restrictions were excluded. Recommendations and guidance documents not included or adopted by reference in an order are not included in these data. These data do not include mandatory business closures, curfews, or requirements/recommendations for people to stay in their homes. Due to limitations of the National Environmental Public Health Tracking Network Data Explorer, these data do not include tribes or cities, nor was a distinction made between county orders that applied county-wide versus those that were limited to unincorporated areas of the county. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Gathering Bans: March 11, 2020-August 15, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/244363/version/V1/view,10.3886/E244363V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,381,15
2109,2363,"State and territorial executive orders, administrative orders, resolutions, proclamations, and other official publicly available government communications are collected from government websites and cataloged and coded using Microsoft Excel by one or more coders with one or more additional coders conducting quality assurance.

Data were collected to determine when individuals in states and territories were subject to executive orders, administrative orders, resolutions, proclamations, and other official publicly available government communications related to COVID-19 banning gatherings of various sizes either (1) generally, or specified that the gathering limit applied only when social distancing was not possible, or (2) even if participants practiced social distancing.

These data are derived from on the publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly ban gatherings found by the CDC, COVID-19 Community Intervention and Critical Populations Task Force, Monitoring and Evaluation Team &amp; CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through May 31, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded, as well as official government communications such as announcements that counties have progressed through new phases of reopening pursuant to an executive order, directive, or other executive branch action, and posted to government websites; news media reports on restrictions were excluded. Recommendations and guidance documents not included or adopted by reference in an order are not included in these data. These data do not include mandatory business closures, curfews, or requirements/recommendations for people to stay in their homes. Due to limitations of the National Environmental Public Health Tracking Network Data Explorer, these data do not include tribes or cities, nor was a distinction made between county orders that applied county-wide versus those that were limited to unincorporated areas of the county. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Gathering Bans: March 11, 2020-May 31, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/243721/version/V1/view,10.3886/E243721V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,381,15
2110,2364,"State and territorial executive orders, administrative orders, resolutions, and proclamations are collected from government websites and cataloged and coded using Microsoft Excel by one coder with one or more additional coders conducting quality assurance.

Data were collected to determine when bars in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data can be used to determine when bars in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data consists exclusively of state and territorial orders, many of which apply to specific counties within their respective state or territory; therefore, data is broken down to the county level.

These data are derived from publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly close or reopen bars found by the CDC, COVID-19 Community Intervention &amp; Critical Populations Task Force, Monitoring &amp; Evaluation Team, Mitigation Policy Analysis Unit, and the CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through August 15, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded; news media reports on restrictions were excluded. Recommendations not included in an order are not included in these data. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Orders Closing and Reopening Bars Issued from March 11, 2020 through August 15, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/244372/version/V1/view,10.3886/E244372V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,303,22
2111,2365,"State and territorial executive orders, administrative orders, resolutions, and proclamations are collected from government websites and cataloged and coded using Microsoft Excel by one coder with one or more additional coders conducting quality assurance.

Data were collected to determine when bars in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data can be used to determine when bars in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data consists exclusively of state and territorial orders, many of which apply to specific counties within their respective state or territory; therefore, data is broken down to the county level.

These data are derived from publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly close or reopen bars found by the CDC, COVID-19 Community Intervention &amp; Critical Populations Task Force, Monitoring &amp; Evaluation Team, Mitigation Policy Analysis Unit, and the CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through May 31, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded; news media reports on restrictions were excluded. Recommendations not included in an order are not included in these data. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Orders Closing and Reopening Bars Issued from March 11, 2020 through May 31, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/244373/version/V1/view,10.3886/E244373V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,303,22
2112,2366,"State and territorial executive orders, administrative orders, resolutions, and proclamations are collected from government websites and cataloged and coded using Microsoft Excel by one coder with one or more additional coders conducting quality assurance.

Data were collected to determine when restaurants in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data can be used to determine when restaurants in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data consists exclusively of state and territorial orders, many of which apply to specific counties within their respective state or territory; therefore, data is broken down to the county level.

These data are derived from publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly close or reopen restaurants found by the CDC, COVID-19 Community Intervention &amp; Critical Populations Task Force, Monitoring &amp; Evaluation Team, Mitigation Policy Analysis Unit, and the CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through August 15, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded; news media reports on restrictions were excluded. Recommendations not included in an order are not included in these data. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Orders Closing and Reopening Restaurants Issued from March 11, 2020 through August 15, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/244378/version/V1/view,10.3886/E244378V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,303,22
2113,2367,"State and territorial executive orders, administrative orders, resolutions, and proclamations are collected from government websites and cataloged and coded using Microsoft Excel by one coder with one or more additional coders conducting quality assurance.

Data were collected to determine when restaurants in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data can be used to determine when restaurants in states and territories were subject to closing and reopening requirements through executive orders, administrative orders, resolutions, and proclamations for COVID-19. Data consists exclusively of state and territorial orders, many of which apply to specific counties within their respective state or territory; therefore, data is broken down to the county level.

These data are derived from publicly available state and territorial executive orders, administrative orders, resolutions, and proclamations (“orders”) for COVID-19 that expressly close or reopen restaurants found by the CDC, COVID-19 Community Intervention &amp; Critical Populations Task Force, Monitoring &amp; Evaluation Team, Mitigation Policy Analysis Unit, and the CDC, Center for State, Tribal, Local, and Territorial Support, Public Health Law Program from March 11, 2020 through May 31, 2021. These data will be updated as new orders are collected. Any orders not available through publicly accessible websites are not included in these data. Only official copies of the documents or, where official copies were unavailable, official press releases from government websites describing requirements were coded; news media reports on restrictions were excluded. Recommendations not included in an order are not included in these data. Effective and expiration dates were coded using only the date provided; no distinction was made based on the specific time of the day the order became effective or expired. These data do not necessarily represent an official position of the Centers for Disease Control and Prevention.
Read less",[],en,2026.0,ICPSR - Interuniversity Consortium for Political and Social Research,"U.S. State and Territorial Orders Closing and Reopening Restaurants Issued from March 11, 2020 through May 31, 2021 by County by Day",Dataset,https://www.datalumos.org/datalumos/project/244387/version/V1/view,10.3886/E244387V1,A_drp,1,drp,accessible; community; covid-19; excluded; tribal,accessible; excluded; tribal,accessible; community; covid-19; excluded; tribal,1,5,5,3,,303,22
