,file,schema,title,organization,agency,websites,data_source,description,last_modified,metadata_available,metadata_url,category,resource_count
191,_datasets/collective-bargaining-mediation.md,data_rescue_project,Collective Bargaining Mediation,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,fmcs.gov,https://www.fmcs.gov/resources/documents-and-data/,,2025-03-31,False,,Labor & Employment,1
192,_datasets/collective-bargaining-notice-f-7-data.md,data_rescue_project,Collective Bargaining Notice (F-7) Data,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,fmcs.gov,https://www.fmcs.gov/resources/documents-and-data/,,2025-03-31,False,,Labor & Employment,1
193,_datasets/collective-bargaining-skills-for-teens.md,data_rescue_project,Collective Bargaining Skills for Teens,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,fmcs.gov,https://www.fmcs.gov/resources/documents-and-data/,,2025-03-31,False,,Labor & Employment,1
194,_datasets/college-banking-agreements-and-related-data.md,data_rescue_project,College Banking Agreements and Related Data,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,consumerfinance.gov,https://www.consumerfinance.gov/data-research/student-banking/deposit-product-marketing-agreements-and-data/,,2025-02-20,False,,Business & Economy,1
195,_datasets/college-scorecard.md,data_rescue_project,College Scorecard,Office of Chief Information Officer,Department of Education,collegescorecard.ed.gov,https://collegescorecard.ed.gov/data/,,2025-02-11,False,,Education,1
196,_datasets/commercial-aviation---involuntary-denied-boarding.md,data_rescue_project,Commercial Aviation - Involuntary Denied Boarding,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/Commercial-Aviation-Involuntary-Denied-Boarding/xyfb-hgtv/about_data,,2025-10-11,False,,Science & Research; Transportation,1
197,_datasets/commercial-aviation---mishandled-baggage-and-mishandled-wheelchairs-and-scooter.md,data_rescue_project,Commercial Aviation - Mishandled Baggage and Mishandled Wheelchairs and Scooter,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/Commercial-Aviation-Mishandled-Baggage-and-Mishand/6u8d-47ih/about_data,,2025-10-11,False,,Science & Research; Transportation,1
198,_datasets/commercial-aviation-departures-and-tsa-screenings-simplified.md,data_rescue_project,Commercial Aviation Departures and TSA Screenings (simplified),Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/Commercial-Aviation-Departures-and-TSA-Screenings-/hvq3-38u5/about_data,,2025-06-21,False,,Transportation,1
199,_datasets/commercial-aviation-departures.md,data_rescue_project,Commercial Aviation Departures,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/Commercial-Aviation-Departures/bpqk-hyst/about_data,,2025-06-21,False,,Transportation,1
200,_datasets/commercial-buildings-energy-consumption-survey-cbecs.md,data_rescue_project,Commercial Buildings Energy Consumption Survey (CBECS),US Department of Energy - Office of the CIO,Department of Energy,eia.gov,https://www.eia.gov/consumption/commercial/data/2018/,,2025-03-03,False,,Energy,1
201,_datasets/common-core-of-data-ccd---2015-2016.md,data_rescue_project,Common Core of Data (CCD) - 2015-2016,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
202,_datasets/common-core-of-data-ccd---nonfiscal---2014-2015.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal - 2014-2015,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
203,_datasets/common-core-of-data-ccd---nonfiscal-1997-1998.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 1997-1998,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
204,_datasets/common-core-of-data-ccd---nonfiscal-1998-1999.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 1998-1999,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
205,_datasets/common-core-of-data-ccd---nonfiscal-1999-2000.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 1999-2000,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
206,_datasets/common-core-of-data-ccd---nonfiscal-2000-2001.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2000-2001,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
207,_datasets/common-core-of-data-ccd---nonfiscal-2001-2002.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2001-2002,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
208,_datasets/common-core-of-data-ccd---nonfiscal-2002-2003.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2002-2003,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
209,_datasets/common-core-of-data-ccd---nonfiscal-2003-2004.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2003-2004,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
210,_datasets/common-core-of-data-ccd---nonfiscal-2004-2005.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2004-2005,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
211,_datasets/common-core-of-data-ccd---nonfiscal-2005-2006.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2005-2006,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
212,_datasets/common-core-of-data-ccd---nonfiscal-2006-2007.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2006-2007,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-02,False,,Education,1
213,_datasets/common-core-of-data-ccd---nonfiscal-2008-2009.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2008-2009,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
214,_datasets/common-core-of-data-ccd---nonfiscal-2009-2010.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2009-2010,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
215,_datasets/common-core-of-data-ccd---nonfiscal-2010-2011.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2010-2011,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
216,_datasets/common-core-of-data-ccd---nonfiscal-2011-2012.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2011-2012,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
217,_datasets/common-core-of-data-ccd---nonfiscal-2012-2013.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2012-2013,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
218,_datasets/common-core-of-data-ccd---nonfiscal-2013-2014.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2013-2014,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
219,_datasets/common-core-of-data-ccd---nonfiscal-2016-2017.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2016-2017,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
220,_datasets/common-core-of-data-ccd---nonfiscal-2017-2018.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2017-2018,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,2
221,_datasets/common-core-of-data-ccd---nonfiscal-2018-2019.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2018-2019,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
222,_datasets/common-core-of-data-ccd---nonfiscal-2022-2023.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2022-2023,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
223,_datasets/common-core-of-data-ccd---nonfiscal-2022-23.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2022-23,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
224,_datasets/common-core-of-data-ccd---nonfiscal-2023-2024.md,data_rescue_project,Common Core of Data (CCD) - Nonfiscal 2023-2024,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/,,2025-03-22,False,,Education,1
225,_datasets/common-core-of-data-ccd.md,data_rescue_project,Common Core of Data (CCD),National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/ccd/files.asp,,2025-03-22,True,https://www.datalumos.org/datalumos/project/221563/version/V1/view,Education,1
226,_datasets/community-development-block-grant-cdbg-income-limits.md,data_rescue_project,Community Development Block Grant (CDBG) Income Limits,U.S. Department of Housing and Urban Development - Office of Policy Development and Research,Department of Housing and Urban Development,huduser.gov,https://www.huduser.gov/portal/datasets/cdbg-income-limits.html,,2025-04-29,False,,Housing & Community Development,1
227,_datasets/community-resilience-estimates-cre.md,data_rescue_project,Community Resilience Estimates (CRE),Census Bureau,Department of Commerce,census.gov,https://www.census.gov/programs-surveys/community-resilience-estimates.html,,2025-04-15,False,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
228,_datasets/community-resilience-estimates-equity-supplement.md,data_rescue_project,Community Resilience Estimates Equity Supplement,Census Bureau,Department of Commerce,census.gov,https://www.census.gov/programs-surveys/community-resilience-estimates/data/supplement.html,,2025-03-25,True,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
229,_datasets/compact-high-flow-water-based-turbulent-mixing-condensation-aerosol-concentrator-for-collection-of-spot-samples.md,data_rescue_project,"Compact, High-flow, Water-based, Turbulent-mixing, Condensation Aerosol Concentrator for Collection of Spot Samples",Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/National-Institute-for-Occupational-Safety-and-Hea/Compact-High-flow-Water-based-Turbulent-mixing-Con/wa6b-urfv,,2025-11-05,False,,Health & Healthcare,1
230,_datasets/comparative-health-systems-performance-chsp-compendium-of-us-health-systems.md,data_rescue_project,Comparative Health Systems Performance (CHSP) Compendium of U.S. Health Systems,Agency for Healthcare Research and Quality,Department of Health and Human Services,ahrq.gov,https://www.ahrq.gov/chsp/data-resources/compendium.html,,2025-12-19,False,,Health & Healthcare,1
231,_datasets/complaints.md,data_rescue_project,Complaints,National Highway Traffic Safety Administration,Department of Transportation,nhtsa.gov,https://www.nhtsa.gov/nhtsa-datasets-and-apis,,2025-05-26,False,,Transportation,1
232,_datasets/components-of-inventory-change-cinch.md,data_rescue_project,Components of Inventory Change (CINCH),U.S. Department of Housing and Urban Development - Office of Policy Development and Research,Department of Housing and Urban Development,huduser.gov,https://www.huduser.gov/portal/datasets/cinch.html,,2025-02-21,False,,Housing & Community Development,1
233,_datasets/comprehensive-care-for-joint-replacement-model-metropolitan-statistical-areas.md,data_rescue_project,Comprehensive Care for Joint Replacement Model Metropolitan Statistical Areas,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/cms-innovation-center-programs/alternative-payments-comprehensive-care-for-joint-replacement-model/comprehensive-care-for-joint-replacement-model-metropolitan-statistical-areas,,2025-12-19,False,,Health & Healthcare; Social Services,1
234,_datasets/comptox-dashboard.md,data_rescue_project,CompTox Dashboard,Environmental Protection Agency,Environmental Protection Agency,comptox.epa.gov,https://comptox.epa.gov/dashboard/,,2025-10-01,False,,Climate & Environment,1
235,_datasets/conferences.md,data_rescue_project,Conferences,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,fmcs.gov,https://www.fmcs.gov/resources/documents-and-data/,,2025-03-31,False,,Labor & Employment,1
236,_datasets/confirmations-of-highly-pathogenic-avian-influenza-in-commercial-and-backyard-flocks.md,data_rescue_project,Confirmations of Highly Pathogenic Avian Influenza in Commercial and Backyard Flocks,U.S. Department of Agriculture,U.S. Department of Agriculture,aphis.usda.gov,https://www.aphis.usda.gov/livestock-poultry-disease/avian/avian-influenza/hpai-detections/commercial-backyard-flocks,,2025-05-16,False,,Agriculture,1
237,_datasets/conforming-loan-limit-cll.md,data_rescue_project,Conforming Loan Limit (CLL),Federal Housing Finance Agency,Federal Housing Finance Agency,fhfa.gov,https://www.fhfa.gov/data/conforming-loan-limit,,2025-03-03,False,,Housing & Community Development; Finance & Budget,1
238,_datasets/consolidated-planningchas-data.md,data_rescue_project,Consolidated Planning/.CHAS Data,U.S. Department of Housing and Urban Development - Office of Policy Development and Research,Department of Housing and Urban Development,huduser.gov,https://www.huduser.gov/portal/datasets/cp.html,,2025-02-21,False,,Housing & Community Development,1
239,_datasets/consumer-complaint-database.md,data_rescue_project,Consumer Complaint Database,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,consumerfinance.gov,https://www.consumerfinance.gov/data-research/consumer-complaints/,,2025-02-20,False,,Business & Economy,1
240,_datasets/consumer-financial-protection-bureau-website.md,data_rescue_project,Consumer Financial Protection Bureau Website,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,consumerfinance.gov,https://files.consumerfinance.gov/,,2025-02-20,False,,Business & Economy,1
241,_datasets/controlled-generation-of-peracetic-acid-atmospheres-for-the-evaluation-of-chemical-samplers.md,data_rescue_project,Controlled Generation of Peracetic Acid Atmospheres for the Evaluation of Chemical Samplers,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/National-Institute-for-Occupational-Safety-and-Hea/Controlled-Generation-of-Peracetic-Acid-Atmosphere/9kpc-xntn,,2025-11-05,False,,Health & Healthcare,1
242,_datasets/cooperative-observer-program-coop-hourly-precipitation-data-hpd-version-20.md,data_rescue_project,"Cooperative Observer Program (COOP) Hourly Precipitation Data (HPD), Version 2.0",National Oceanic and Atmospheric Administration,Department of Commerce,ncei.noaa.gov,https://www.ncei.noaa.gov/data/coop-hourly-precipitation/,,2025-03-27,True,https://www.ncei.noaa.gov/data/coop-hourly-precipitation/v2/doc/CHPD-v2-ATBD-20181023.pdf,Climate & Environment,1
243,_datasets/coral-reef-information-system-coris-data.md,data_rescue_project,Coral Reef Information System (CoRIS) Data,National Oceanic and Atmospheric Administration,Department of Commerce,ncei.noaa.gov,https://www.ncei.noaa.gov/data/oceans/coris/,,2025-04-17,True,https://www.coris.noaa.gov/,Climate & Environment,1
244,_datasets/coral-reef-watch-crw-satellite-monitoring-and-modeled-outlooks.md,data_rescue_project,Coral Reef Watch (CRW) Satellite Monitoring and Modeled Outlooks,National Oceanic and Atmospheric Administration,Department of Commerce,ncei.noaa.gov,https://www.ncei.noaa.gov/data/oceans/crw/,,2025-05-30,True,https://coralreefwatch.noaa.gov/product/index.php,Climate & Environment,1
245,_datasets/coral-reef-watch-crw-virtual-stations.md,data_rescue_project,Coral Reef Watch (CRW) Virtual Stations,National Oceanic and Atmospheric Administration,Department of Commerce,coralreefwatch.noaa.gov,https://coralreefwatch.noaa.gov/satellite/index.php,,2025-03-22,False,,Climate & Environment,1
246,_datasets/correlation-between-graphitic-carbon-and-elemental-carbon-in-diesel-particulate-matter-in-workplace-atmospheres-dataset.md,data_rescue_project,Correlation between graphitic carbon and elemental carbon in diesel particulate matter in workplace atmospheres-Dataset,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/National-Institute-for-Occupational-Safety-and-Hea/Correlation-between-graphitic-carbon-and-elemental/cuyd-c53m,,2025-11-05,False,,Health & Healthcare,1
247,_datasets/cost-to-charge-ratio-ccr-files.md,data_rescue_project,Cost-to-Charge Ratio (CCR) Files,Agency for Healthcare Research and Quality,Department of Health and Human Services,hcup-us.ahrq.gov,https://hcup-us.ahrq.gov/db/ccr/costtocharge.jsp,,2025-03-21,False,,Health & Healthcare,1
248,_datasets/costs-of-electronic-payments-in-k-12-schools.md,data_rescue_project,Costs of Electronic Payments in K-12 Schools,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,consumerfinance.gov,https://www.consumerfinance.gov/data-research/research-reports/issue-spotlight-costs-of-electronic-payments-in-k-12-schools/,,2025-02-20,False,,Business & Economy,1
249,_datasets/country-transportation-profiles-ctp.md,data_rescue_project,Country Transportation Profiles (CTP),Bureau of Transportation Statistics,Department of Transportation,bts.gov,https://www.bts.gov/ctp,,2025-04-29,True,,Science & Research; Transportation,1
250,_datasets/country-trends-in-major-air-pollutants.md,data_rescue_project,Country Trends in Major Air Pollutants,NASA Goddard Space Flight Center,National Aeronautics and Space Administration,cmr.earthdata.nasa.gov,https://cmr.earthdata.nasa.gov/search/concepts/C3540917642-ESDIS.html,,2025-12-19,False,,Science & Research,1
251,_datasets/covid-19-data-dashboard-current-hospital-capacity-estimates-snapshot.md,data_rescue_project,COVID-19 Data Dashboard – Current Hospital Capacity Estimates – Snapshot,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,cdc.gov,https://www.cdc.gov/nhsn/covid19/report-patient-impact.html,,2025-11-05,False,,Health & Healthcare,1
252,_datasets/covid-19-vaccinations-in-the-united-statescounty.md,data_rescue_project,"COVID-19 Vaccinations in the United States,County",Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/Vaccinations/COVID-19-Vaccinations-in-the-United-States-County/8xkx-amqh,,2025-10-25,True,,Health & Healthcare,1
253,_datasets/covid-19-vaccine-distribution-allocations-by-jurisdiction---janssen.md,data_rescue_project,COVID-19 Vaccine Distribution Allocations by Jurisdiction - Janssen,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/Vaccinations/COVID-19-Vaccine-Distribution-Allocations-by-Juris/w9zu-fywh/about_data,,2025-10-24,True,,Health & Healthcare,1
254,_datasets/covid-19-vaccine-distribution-allocations-by-jurisdiction---moderna.md,data_rescue_project,COVID-19 Vaccine Distribution Allocations by Jurisdiction - Moderna,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/Vaccinations/COVID-19-Vaccine-Distribution-Allocations-by-Juris/b7pe-5nws,,2025-10-25,True,,Health & Healthcare,1
255,_datasets/covid-19-vaccine-distribution-allocations-by-jurisdiction---pfizer.md,data_rescue_project,COVID-19 Vaccine Distribution Allocations by Jurisdiction - Pfizer,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/Vaccinations/COVID-19-Vaccine-Distribution-Allocations-by-Juris/saz5-9hgg/about_data,,2025-10-25,True,,Health & Healthcare,1
256,_datasets/cps-food-security-supplement-data.md,data_rescue_project,CPS Food Security Supplement Data,Census Bureau,Department of Commerce,census.gov,https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/cps-food-security.2023.html,,2025-10-01,True,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
257,_datasets/crash-investigation-sampling-system.md,data_rescue_project,Crash Investigation Sampling System,National Highway Traffic Safety Administration,Department of Transportation,nhtsa.gov,https://www.nhtsa.gov/file-downloads?p=nhtsa/downloads/CISS/,,2025-12-23,False,,Transportation,1
258,_datasets/crash-report-sampling-system-crss.md,data_rescue_project,Crash Report Sampling System (CRSS),National Highway Traffic Safety Administration,Department of Transportation,nhtsa.gov,https://www.nhtsa.gov/file-downloads?p=nhtsa/downloads/CRSS/,,2025-04-28,False,,Transportation,1
259,_datasets/credit-card-credit-trends.md,data_rescue_project,Credit Card Credit Trends,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,consumerfinance.gov,https://www.consumerfinance.gov/data-research/consumer-credit-trends/credit-cards/,,2025-02-20,False,,Business & Economy,1
260,_datasets/crime-safety-surveys-css-tables-library.md,data_rescue_project,Crime & Safety Surveys (CSS) Tables Library,National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/programs/crime/tables.asp,,2025-07-31,True,,Education,1
261,_datasets/criminal-history-check---recurring-access.md,data_rescue_project,Criminal History Check - Recurring Access,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/Criminal-History-Check-Recurring-Access/et85-j49w/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
262,_datasets/current-employment-statistics.md,data_rescue_project,Current Employment Statistics,Bureau of Labor Statistics,Department of Labor,bls.gov,https://www.bls.gov/ces/,,2025-12-10,False,,Labor & Employment; Business & Economy,1
263,_datasets/daily-mobility-statistics.md,data_rescue_project,Daily Mobility Statistics,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Research-and-Statistics/Daily-Mobility-Statistics/w96p-f2qv/about_data,,2025-05-12,False,,Transportation,1
264,_datasets/daily-transit-ridership.md,data_rescue_project,Daily Transit Ridership,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Transit/Daily-Transit-Ridership/dc74-f8qd/about_data,,2025-04-26,False,,Science & Research; Transportation,1
265,_datasets/data-and-maps-for-eastern-equine-encephalitis.md,data_rescue_project,Data and Maps for Eastern Equine Encephalitis,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,cdc.gov,https://www.cdc.gov/eastern-equine-encephalitis/data-maps/index.html,,2025-04-15,True,,Health & Healthcare,1
266,_datasets/data-by-geography.md,data_rescue_project,Data by Geography,Health Resources and Services Administration,Department of Health and Human Services,data.hrsa.gov,https://data.hrsa.gov/geo,,2025-04-18,False,,Health & Healthcare,1
267,_datasets/data-concerning-maintenance-and-dissemination-of-avian-origin-influenza-a-virus-within-the-northern-atlantic-flyway-of-north-america.md,data_rescue_project,Data concerning maintenance and dissemination of avian-origin influenza A virus within the Northern Atlantic Flyway of North America,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS61784165d34e4c6b7fe2a4df,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
268,_datasets/data-describing-highly-pathogenic-h5n1-in-double-crested-cormorants-of-the-chesapeake-bay.md,data_rescue_project,Data describing highly pathogenic H5N1 in Double-crested Cormorants of the Chesapeake Bay,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS665de174d34e19fd55a96bf6,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
269,_datasets/data-describing-infection-status-and-movement-ecology-of-north-american-waterfowl.md,data_rescue_project,Data describing infection status and movement ecology of North American waterfowl,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS62f54e84d34eacf53973a9de,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
270,_datasets/data-describing-the-lack-of-avian-influenza-infection-and-antibodies-in-eastern-wild-turkeys-meleagris-gallopavo-silvestris-sampled-in-delmarva-usa.md,data_rescue_project,"Data describing the lack of Avian influenza infection and antibodies in Eastern Wild Turkeys (Meleagris gallopavo silvestris) sampled in Delmarva, USA",U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS66ffdc54d34e80be174ae7d1,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
271,_datasets/data-describing-the-use-of-retention-ponds-on-commercial-poultry-facilities-on-delmarva-by-wild-waterfowl.md,data_rescue_project,Data describing the use of retention ponds on commercial poultry facilities on Delmarva by wild waterfowl,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS64d12592d34ef477cf3bfd29,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
272,_datasets/data-downloads-nursing-workforce-survey-data.md,data_rescue_project,Data Downloads Nursing Workforce Survey Data,Health Resources and Services Administration,Department of Health and Human Services,data.hrsa.gov,https://data.hrsa.gov/data/download,,2025-04-18,False,,Health & Healthcare,1
273,_datasets/data-for-genomic-characterization-of-highly-pathogenic-h5-avian-influenza-viruses-from-alaska-in-2022.md,data_rescue_project,Data for Genomic Characterization of Highly Pathogenic H5 Avian Influenza Viruses from Alaska in 2022,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS667058f6d34e2fc9b7e49c18,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
274,_datasets/data-for-infectivity-of-wild-bird-origin-influenza-a-viruses-in-minnesota-wetlands-across-seasons.md,data_rescue_project,Data for Infectivity of Wild-Bird Origin Influenza A Viruses in Minnesota Wetlands Across Seasons,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS662fc51ad34ea70bd5f2625d,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
275,_datasets/data-measuring-avian-influenza-infection-mercury-concentration-and-body-condition-in-wild-waterfowl.md,data_rescue_project,"Data measuring avian influenza infection, mercury concentration, and body condition in wild waterfowl",U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS6262f2b0d34e85fa62bb60bc,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
276,_datasets/data-on-exposure-of-wild-mammals-inhabiting-alaska-to-h5n1-influenza-a-viruses.md,data_rescue_project,Data on Exposure of Wild Mammals Inhabiting Alaska to H5N1 Influenza A Viruses,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS6769c4a7d34e8399fbb80311,,2025-04-29,True,,Science & Research; Infrastructure; Climate & Environment,1
277,_datasets/data-showing-similar-movement-ecology-between-mallards-infected-and-not-infected-with-highly-pathogenic-avian-influenza-h5n1.md,data_rescue_project,Data showing similar movement ecology between mallards infected and not infected with highly pathogenic avian influenza H5N1,U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS64ac0e71d34e70357a28aeb6,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
278,_datasets/database-collating-previous-laboratory-investigations-into-the-pathogenesis-of-avian-influenza-viruses-in-wild-avifauna-of-north-america-ver-20-august-2024.md,data_rescue_project,"Database collating previous laboratory investigations into the pathogenesis of avian influenza viruses in wild avifauna of North America (ver. 2.0, August 2024)",U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS65eb3b41d34e14033297dbe2,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
279,_datasets/datalab-nsopf-tables-1988-2004.md,data_rescue_project,"DataLab NSOPF Tables, 1988-2004",National Center for Education Statistics,Department of Education,nces.ed.gov,https://nces.ed.gov/surveys/nsopf/index.asp,,2025-05-07,False,,Education,1
280,_datasets/dataset-sero-surveillance-for-avian-influenza-exposure-in-wild-birds-in-iceland-2012-2017.md,data_rescue_project,"Dataset Sero-surveillance for avian influenza exposure in wild birds in Iceland, 2012-2017",U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS662fb3e5d34ea70bd5f26088,,2025-11-09,False,,Science & Research; Infrastructure; Climate & Environment,1
281,_datasets/dataset-surveillance-for-avian-influenza-virus-in-iceland-2010-2018.md,data_rescue_project,"Dataset Surveillance for Avian Influenza Virus in Iceland, 2010 – 2018",U.S. Geological Survey,Department of the Interior,data.usgs.gov,https://data.usgs.gov/datacatalog/data/USGS6171a037d34ea36449a7c876,,2025-06-09,False,,Science & Research; Infrastructure; Climate & Environment,1
