,file,project_title,id,url,format,status,size,download_date,maintainer,notes
388,_datasets/environmental-justice-index-eji.md,Environmental Justice Index (EJI),53,https://zenodo.org/records/14675861,"CSV, ZIP, XLSX",Finished,120.2,2025-02-12,EDGI,data dictionary https://eji.cdc.gov/eji_data_download.html; - map https://onemap.cdc.gov/portal/apps/sites/#/eji-explorer
389,_datasets/environmental-justice-index-eji.md,Environmental Justice Index (EJI),54,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi10.7910/DVN/ZVKXVQ,"CSV, Geodatabase, XLSX, tab",Finished,0.23,2024-12-12,"OEDP, HD",data dictionary https://eji.cdc.gov/eji_data_download.html; - map https://onemap.cdc.gov/portal/apps/sites/#/eji-explorer
390,_datasets/environmental-quality-index-eqi.md,Environmental Quality Index (EQI),191,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi10.7910/DVN/A9ZHHR,"CSV, XLSX, XML, DOCX, PDF, ZIP",Finished,0.013,2025-02-13,"HD, CAFE-RCC",
391,_datasets/epa-integrated-risk-information-system-iriscomptox-webarchives.md,EPA Integrated Risk Information System (IRIS)/CompTox Webarchives,1254,https://sciop.net/datasets/epa-iris-comptox-warc-wacz,"WACZ, WARC",Uploading,1000.0,2025-07-27,"DRP, SRC","Contains WACZ/WARCs of the EPA IRIS page, plus the full data download of the Comptox data (dashboard and all related data)"
392,_datasets/epa-water-data-direct-downloads.md,EPA Water Data Direct Downloads,1066,https://sciop.net/uploads/84315cd5876c68546cab11ba65b97553bc0d4543,"CSV, PDF, Shapefile, Geodatabase",Uploading,152.0,2025-05-19,"DRP, SRC",Alternate torrent location https://academictorrents.com/details/84315cd5876c68546cab11ba65b97553bc0d4543
393,_datasets/epidemiologic-and-diagnostic-data-from-two-red-foxes-vulpes-vulpes-and-one-fisher-pekania-pennanti-with-highly-pathogenic-avian-influenza-h5n1-submitted-to-the-usgs-national-wildlife-health-center-in-2022.md,Epidemiologic and diagnostic data from two red foxes (Vulpes vulpes) and one fisher (Pekania pennanti) with highly pathogenic avian influenza H5N1 submitted to the USGS National Wildlife Health Center in 2022,1093,https://www.datalumos.org/datalumos/project/232054/version/V1/view,"CSV, XML, PDF, HTML",Finished,0.001,2025-04-18,"DRP, DL",
394,_datasets/equity-commission-materials.md,Equity Commission Materials,1045,https://urban-data-catalog.s3.us-east-1.amazonaws.com/drupal-root-live/2025/03/28/race-and-equity/usda-equity-commission/data.zip,ZIP,Finished,0.06,2024-12-26,UI,"This resource contains meeting materials from US Department of Agriculture (USDA) Equity Commission and relevant Federal Register notices. The USDA Equity Commission is an external group of individuals with expertise in areas including policy design, civil rights, legal experience, public relations, organizing farm workers, and advancing rural economic prosperity."
395,_datasets/equity-in-athletics-data-analysis-cutting-tool.md,Equity in Athletics Data Analysis Cutting Tool,11,https://www.datalumos.org/datalumos/project/218162/version/V1/view,ZIP,Finished,0.39,2025-02-06,"DRP, DL",
396,_datasets/estimated-annual-agricultural-pesticide-use.md,Estimated Annual Agricultural Pesticide Use,595,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi10.7910/DVN/2FQEK6&version=DRAFT,"TXT, PDF, ZIP",Error,0.0,,HD,
397,_datasets/estimated-monthly-aggregated-vehicle-miles-travelled-vmt-reporting.md,Estimated Monthly Aggregated Vehicle Miles Travelled (VMT) Reporting,1700,https://www.datalumos.org/datalumos/project/238842/version/V1/view,"PDF, XLS",Finished,0.01,2025-10-14,"DRP, DL",
398,_datasets/estimates-of-avian-influenza-transmission-risk-across-the-wild-waterfowl---domestic-poultry-interface.md,Estimates of avian influenza transmission risk across the wild waterfowl - domestic poultry interface.,1082,https://www.datalumos.org/datalumos/project/231518/version/V1/view,"TXT, XML, PDF, HTML",Finished,0.13,2025-04-18,"DRP, DL",
399,_datasets/estuarine-bathymetric-digital-elevation-models.md,Estuarine Bathymetric Digital Elevation Models,894,https://sciop.net/uploads/9840fa77d032a3821180f7f1726df02431e37e53,"nc, XML",Finished,5.0,2025-04-24,"DRP, SRC",Torrent upload in progress. Alternate torrent location https://academictorrents.com/details/9840fa77d032a3821180f7f1726df02431e37e53
400,_datasets/estuarine-bathymetric-digital-elevation-models.md,Estuarine Bathymetric Digital Elevation Models,916,https://doi.org/10.22002/cv2qh-hqe26,"nc, XML",Finished,0.001,2025-05-02,ANON,
401,_datasets/ethiopia-usaid-education-data.md,Ethiopia USAID Education Data,1467,https://www.datalumos.org/datalumos/project/237384/view,,Finished,,2025-06-26,"ICPSR, DL","Four USAID-funded Ethiopian projects' data are included in this folder covering the period from 2009 to 2018. The projects are 1) Improving Quality of Primary Education Program (IQPEP), 2) Reading for Ethiopia's Achievement Developed (READ), 3)Transforming Education for Adults and Children in the Hinterlands (TEACH) II and 4) USAID Reading for Ethiopia's Achievement Developed (READ M&E). Across the projects, the folder contains the following files and numbers of each codebooks (32), consent (3), data files (25), instruments (13), reports (17)."
402,_datasets/excess-deaths-associated-with-covid-19.md,Excess Deaths Associated with COVID-19,1497,https://www.datalumos.org/datalumos/project/227667/view,,Finished,,,DL,
403,_datasets/extended-reconstructed-sea-surface-temperature-ersst-version-5.md,"Extended Reconstructed Sea Surface Temperature (ERSST), Version 5",588,https://sciop.net/uploads/fe82920872b8d7204721ad154973a17e5d59238d,nc,Finished,0.3,2025-03-17,"DRP, SRC",New corrected/updated torrent. Alternate torrent location https://academictorrents.com/details/fe82920872b8d7204721ad154973a17e5d59238d
404,_datasets/facility-level-information-on-greenhouse-gases-tool-flight.md,Facility Level Information on Greenhouse Gases Tool (FLIGHT),193,https://doi.org/10.7910/DVN/TQG6RR,"XML, XLSX, XLS, PDF",Finished,0.412,2025-02-20,"BCECJ, HD",Helpful info here https://ccdsupport.com/confluence/display/ghgp
405,_datasets/facility-level-information-on-greenhouse-gases-tool-flight.md,Facility Level Information on Greenhouse Gases Tool (FLIGHT),194,https://public.tableau.com/app/profile/walter.auch/viz/USEPAFLIGHTDataDashboard/Dashboard1,XML,Finished,0.0,2024-11-13,"PEDP, BCECJ",Helpful info here https://ccdsupport.com/confluence/display/ghgp
406,_datasets/facility-registry-service-frs.md,Facility Registry Service (FRS),195,,,In Progress,0.0,,ESRI,https://www.epa.gov/frs/frs-data-resources#Prepackaged%20Downloads
407,_datasets/fair-housing-initiative-data-fhip.md,Fair Housing Initiative Data (FHIP),107,https://www.datalumos.org/datalumos/project/101766/version/V2/view,"XLS, PDF",Finished,0.0,2018-03-02,"DRP, DL",
408,_datasets/fair-lending-data.md,Fair Lending Data,408,https://www.datalumos.org/datalumos/project/222281/version/V1/view,CSV,Finished,0.0,2025-03-10,"DRP, DL",
409,_datasets/fair-market-rents-fmr.md,Fair Market Rents (FMR),122,https://www.datalumos.org/datalumos/project/219147/version/V1/view,"XLSX, CSV, PDF, ZIP, XLS",Finished,0.0,2025-02-12,"DRP, DL",
410,_datasets/family-options-study-data-files.md,Family Options Study Data Files,116,https://www.datalumos.org/datalumos/project/219081/version/V1/view,"ZIP, PDF",Finished,0.0,2025-02-11,"DRP, DL",
411,_datasets/family-unification-program-youth-data.md,Family Unification Program Youth Data,105,https://www.datalumos.org/datalumos/project/101760/version/V2/view,"XLSX, PDF",Finished,0.0,2018-03-02,"DRP, DL",
412,_datasets/fatality-analysis-reporting-system-fars.md,Fatality Analysis Reporting System (FARS),1753,https://www.datalumos.org/datalumos/project/238561/version/V1/view,"CSV, PDF",Finished,1.6406,2025-04-30,"DRP, DL","In 2021/Puerto Rico folder, FARS2021PuertoRicoAuxiliaryCSV.zip and FARS2021PuertoRicoAuxiliaryCSV (2).zip exist. No FARS2021PuertoRicoAuxiliarySAS.zip exists. FARS_2021_Puerto_Rico.png included in"
413,_datasets/feasibility-of-developing-a-national-parcel-county-data.md,Feasibility of Developing a National Parcel County Data,121,https://www.datalumos.org/datalumos/project/219146/version/V1/view,ZIP,Finished,0.0,,"DRP, DL",
414,_datasets/fec-campaign-finance-data.md,FEC Campaign Finance Data,170,,"ZIP, PDF, TXT, CSV",In Progress,101.76,2025-02-05,ANON,
415,_datasets/federal-ai-use-case-inventory.md,Federal AI Use Case Inventory,168,https://www.datalumos.org/datalumos/project/220361/version/V2/view,"CSV, Git, YAML, XLSX",Finished,0.0,2025-02-21,"DRP, DL",
416,_datasets/federal-flood-standard-support-tool.md,Federal Flood Standard Support Tool,213,,,Finished,0.0,,ESRI,Local - ESRI
417,_datasets/federal-highway-administration---budget-and-financial-reports.md,Federal Highway Administration - Budget and Financial Reports,1750,https://www.datalumos.org/datalumos/project/240384/version/V1/view,"XLSX, PDF",Finished,0.6,2025-11-13,"DRP, DL",
418,_datasets/federal-home-loan-bank-fhlp-membership-data.md,Federal Home Loan Bank (FHLP) Membership Data,162,https://www.datalumos.org/datalumos/project/220241/version/V1/view,ZIP,Finished,0.038,2025-02-20,"DRP, DL",
419,_datasets/federal-home-loan-bank-stress-tests-for-market-and-credit-risk.md,Federal Home Loan Bank Stress Tests For Market And Credit Risk,503,https://www.datalumos.org/datalumos/project/221821/version/V1/view,"XLSX, PDF",Finished,0.73,2025-03-06,"DRP, DL",Website nominated to EOT.
420,_datasets/federal-procurement-data-system-fpds.md,Federal Procurement Data System (FPDS),348,https://biglocalnews.org/#/project/UHJvamVjdDpjZjgyZTRkYS0xNTQ4LTQ4NGUtOTk2MC1mNzk4ZTg4NmY5ODM=,JSON,Finished,1.0,2025-01-20,BLN,"This is only some forms of cancelled contracts, not the entirety of the data, and only beginning Jan. 20, 2025.Code is here https://github.com/biglocalnews/sync-fed-contracts and could be adapted to get other contract types and other dates."
421,_datasets/federal-transit-administration-fta-census-map.md,Federal Transit Administration (FTA) Census Map,1704,https://www.datalumos.org/datalumos/project/238762/version/V1/view,"GPKG, DBF, PRJ, SHP, SHX, cpg, qmd",Finished,1.3,2025-10-10,"DRP, DL",
422,_datasets/fema-web-declaration-areas.md,FEMA Web Declaration Areas,26,https://www.datalumos.org/datalumos/project/218462/version/V1/view,ZIP,Finished,0.0,2025-02-08,"DRP, DL","Combined on DataLumos in a project called ""FEMA Disaster Information"", mirroring grouping on OpenFEMA page"
423,_datasets/fema-web-disaster-declarations.md,FEMA Web Disaster Declarations,27,https://www.datalumos.org/datalumos/project/218462/version/V1/view,ZIP,Finished,0.0,2025-02-08,"DRP, DL","Combined on DataLumos in a project called ""FEMA Disaster Information"", mirroring grouping on OpenFEMA page"
424,_datasets/fema-web-disaster-summaries.md,FEMA Web Disaster Summaries,28,https://www.datalumos.org/datalumos/project/218462/version/V1/view,ZIP,Finished,0.0,2025-02-08,"DRP, DL","Combined on DataLumos in a project called ""FEMA Disaster Information"", mirroring grouping on OpenFEMA page"
425,_datasets/female-users-in-any-program-fy-2010-2021.md,"Female Users in Any Program, FY 2010-2021",433,https://www.datalumos.org/datalumos/project/223001/version/V1/view,"ZIP, PDF, XLSX, RMD",Finished,0.0,2025-03-11,"DRP, DL",
426,_datasets/femas-usa-structures-state-gdb.md,FEMA's USA Structures State GDB,22,https://www.datalumos.org/datalumos/project/218721/version/V1/view,ZIP,Finished,0.0,2025-02-09,"DRP, DL",The metadata URL provides the info listed in the Scope of Project - Universe section on Data Lumos (more background info than structured metadata)
427,_datasets/fermi-gbm-burst-data.md,Fermi GBM Burst Data,518,https://archive.org/details/fermi_gbm_burst,"FIT, RSP, PHA, GIF",Finished,173.0,2025-02-16,"DRP, IA",
428,_datasets/fevs-reports.md,FEVS Reports,649,https://www.datalumos.org/datalumos/project/223064/version/V1/view,"CSV, XLSX, PDF, XLS, DOCX",Finished,0.0,2025-03-15,"DRP, DL",Reports Tab
429,_datasets/fha-loan-limits.md,FHA Loan Limits,104,,,In Progress,0.0,2025-02-19,"DRP, DL",
430,_datasets/fha-multifamily-maturing-subsidized-mortgages.md,FHA Multifamily Maturing Subsidized Mortgages,506,https://www.datalumos.org/datalumos/project/222922/version/V1/view,ZIP,Finished,0.001,2025-03-14,"DRP, DL",
431,_datasets/fha-multifamily-mortgages-currently-insured.md,FHA Multifamily Mortgages Currently Insured,158,https://www.datalumos.org/datalumos/project/219941/version/V1/view,"XLSX, PDF",Finished,0.012,2025-02-18,"DRP, DL",
432,_datasets/fha-multifamily-multifamily-fiscal-year-production.md,FHA Multifamily Multifamily Fiscal Year Production,159,https://www.datalumos.org/datalumos/project/220141/version/V1/view,"PDF, XLSX, PPT",Finished,0.013,2025-02-19,"DRP, DL",
433,_datasets/fha-single-family-portfolio-snapshot.md,FHA Single Family Portfolio Snapshot,161,https://www.datalumos.org/datalumos/project/220223/version/V1/view,"ZIP, PDF, XLSX",Finished,1.496,2025-02-20,"DRP, DL",
434,_datasets/fhfa-house-price-index-hpi.md,FHFA House Price Index (HPI),166,https://www.datalumos.org/datalumos/project/220325/version/V1/view,ZIP,Finished,0.06,2025-02-21,"DRP, DL",
435,_datasets/fhwa-national-bridge-inventory.md,FHWA National Bridge Inventory,1693,https://www.datalumos.org/datalumos/project/238722,,Finished,,,DL,"The following datasets represent bridge data submitted annually to FHWA by the States, Federal agencies, and Tribal governments in accordance with the National Bridge Inspection Standards and the Recording and Coding Guide for the Structure Inventory and Appraisal of the Nations Bridges. Each dataset is submitted in the spring, and may be corrected or updated throughout the year. The data for public highway bridges is considered final and is published on this website by June 15th of each calendar year."
436,_datasets/fhwa-national-tunnel-inventory.md,FHWA National Tunnel Inventory,1692,https://www.datalumos.org/datalumos/project/238841,,Finished,,,DL,"The following datasets represent tunnel data submitted annually to FHWA by the States, Federal agencies, and Tribal governments in accordance with the National Tunnel Inspection Standards and the Specifications for the National Tunnel Inventory. Each dataset is submitted in the spring, and may be corrected or updated throughout the year. The data for public highway tunnels is considered final and is published on this website by June 15th of each calendar year."
437,_datasets/figure-1---users-of-va-benefits-by-program---fy-2018.md,Figure 1 - Users of VA Benefits by Program - FY 2018,357,https://www.datalumos.org/datalumos/project/221961/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
438,_datasets/figure-10---percentage-age-distribution-of-male-users-and-non-users-fy2018.md,Figure 10 - Percentage Age Distribution of Male Users and Non-Users FY2018,359,https://www.datalumos.org/datalumos/project/221981/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
439,_datasets/figure-11---percentage-age-distribution-of-users-and-non-users-fy2018---females.md,Figure 11 - Percentage Age Distribution of Users and Non-Users FY2018 - Females,360,https://www.datalumos.org/datalumos/project/221982/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
440,_datasets/figure-12---percentage-era-distribution-of-users-and-non-users-fy2018---males.md,Figure 12 - Percentage Era Distribution of Users and Non-Users FY2018 - Males,361,https://www.datalumos.org/datalumos/project/221983/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
441,_datasets/figure-13---percentage-era-distribution-of-users-and-non-users-fy2018---females.md,Figure 13 - Percentage Era Distribution of Users and Non-Users FY2018 - Females,362,https://www.datalumos.org/datalumos/project/222021/version/V1/view,"PDF, CSV, TSV, TXT, XML, RDF",Finished,0.0,2025-03-08,"DRP, DL",
442,_datasets/figure-14---trend-in-percentage-users-of-health-care-disability-compensation-compared-to-other-programs-fy-2009-2018.md,"Figure 14 - Trend in Percentage Users of Health Care & Disability Compensation Compared to Other Programs, FY 2009-2018",413,https://www.datalumos.org/datalumos/project/223001/version/V1/view,"ZIP, PDF, XLSX, RMD",Finished,0.0,2025-03-11,"DRP, DL",
443,_datasets/figure-16---percentage-of-service-connected-disabled-who-did-and-did-not-user-health-care-by-disability-rating-fy2018.md,"Figure 16 - Percentage of Service-Connected Disabled Who Did and Did Not User Health Care, by Disability Rating, FY2018",414,https://www.datalumos.org/datalumos/project/223001/version/V1/view,"ZIP, PDF, XLSX, RMD",Finished,0.0,2025-03-11,"DRP, DL",
444,_datasets/figure-17---percentage-of-service-connected-disabled-who-did-and-did-not-use-health-care-by-raceethnicity-fy2018.md,"Figure 17 - Percentage of Service-Connected Disabled Who Did and Did Not Use Health Care, by Race/Ethnicity, FY2018",415,https://www.datalumos.org/datalumos/project/223001/version/V1/view,"ZIP, PDF, XLSX, RMD",Finished,0.0,2025-03-11,"DRP, DL",
445,_datasets/figure-7---rate-of-use-by-raceethnicity-fy2018.md,"Figure 7 - Rate of Use by Race/Ethnicity, FY2018",358,https://www.datalumos.org/datalumos/project/221963/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
446,_datasets/filing-your-f-7-notice-online.md,Filing Your F-7 Notice Online,631,https://www.datalumos.org/datalumos/project/223061/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Publications and Handouts Tab on page
447,_datasets/firearm-mortality-by-state.md,Firearm Mortality by State,730,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi10.7910/DVN/T7B1DG,"PDF, tab",Finished,0.002,2025-03-31,"HD, CAFE-RCC",
448,_datasets/flybase.md,FlyBase,1253,http://gofile.me/6YDWz/ezsiw8rOF,7z,Finished,190.0,2025-02-28,ANON,ftp release of Flybase as of february 2025; size 190 GB decompressed
449,_datasets/fmcs-arbitraje-info.md,FMCS Arbitraje Info,654,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
450,_datasets/fmcs-fair-act.md,FMCS FAIR Act,652,https://www.datalumos.org/datalumos/project/223064/version/V1/view,"CSV, XLSX, PDF, XLS, DOCX",Finished,0.0,2025-03-15,"DRP, DL",Reports Tab
451,_datasets/fmcs-fast-facts-fy23.md,FMCS Fast Facts FY23,622,https://www.datalumos.org/datalumos/project/223061/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Publications and Handouts Tab on page
452,_datasets/fmcs-foia-regulations.md,FMCS FOIA Regulations,642,https://www.datalumos.org/datalumos/project/223063/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Regulations and Policies Tab
453,_datasets/fmcs-institute.md,FMCS Institute,629,https://www.datalumos.org/datalumos/project/223061/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Publications and Handouts Tab on page
454,_datasets/fmcs-la-mediacion-de-querellas.md,FMCS La Mediacion de Querellas,656,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
455,_datasets/fmcs-mediacion-de-querellas-info.md,FMCS Mediacion de Querellas Info,661,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
456,_datasets/fmcs-mediacion-laboral-info.md,FMCS Mediacion Laboral Info,660,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
457,_datasets/fmcs-mediacion-negociacion-colectiva-info.md,FMCS Mediacion Negociacion Colectiva Info,659,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
458,_datasets/fmcs-planificacio-progreso-20-pg.md,FMCS Planificacio Progreso 20-pg,655,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
459,_datasets/fmcs-programa-donaciones-info.md,FMCS Programa Donaciones Info,658,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
460,_datasets/fmcs-role-and-function-fy24.md,FMCS Role and Function FY24,637,https://www.datalumos.org/datalumos/project/223061/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Role and Function Tab
461,_datasets/fmcs-servicios-adr-al-gobierno-info.md,FMCS Servicios ADR al Gobierno Info,657,https://www.datalumos.org/datalumos/project/223065/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Documents en Espanol Tab
462,_datasets/fmcsapp-directive-5707-appendix-1.md,FMCSApp. Directive 5707 Appendix 1,644,https://www.datalumos.org/datalumos/project/223063/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Regulations and Policies Tab
463,_datasets/foia-annual-reports.md,FOIA Annual Reports,651,https://www.datalumos.org/datalumos/project/223064/version/V1/view,"CSV, XLSX, PDF, XLS, DOCX",Finished,0.0,2025-03-15,"DRP, DL",Reports Tab
464,_datasets/foia-electronic-reading-room-data.md,FOIA Electronic Reading Room Data,1053,https://www.datalumos.org/datalumos/project/230861/version/V1/view,PDF,Finished,2.77,2025-05-21,"DLP, DL","TSA complaint data that used to be available in the FOIA electronic reading room (taken down January 2025) are available here https://github.com/data-liberation-project/tsa-complaint-counts/tree/main. This collection does not include the complaint data, only what was available in the reading room on 5/21/25."
465,_datasets/foia-logs.md,FOIA Logs,650,https://www.datalumos.org/datalumos/project/223064/version/V1/view,"CSV, XLSX, PDF, XLS, DOCX",Finished,0.0,2025-03-15,"DRP, DL",Reports Tab
466,_datasets/food-insecurity-hotspots-data-set.md,Food Insecurity Hotspots Data Set,1731,https://www.datalumos.org/datalumos/project/240964/version/V1/view,,Finished,1.0,2025-12-03,"DRP, DL",
467,_datasets/foreign-agent-registration-act-fara-filings-and-data.md,Foreign Agent Registration Act (FARA) Filings and Data,774,https://www.documentcloud.org/projects/221099-fara-storage-public/,"CSV, PDF",Finished,129.0,2025-03-22,UMD-HC,"efile.fara.gov hosts structured datasets pertaining to FARA filings, but also csvs with urls leading to individual filings/PDFs. UMD HCIJ has archived the PDFs and CSVs and is continuing to update on a daily basis for as long as the data stays available on efile.fara.gov."
468,_datasets/foreignassistancegov.md,ForeignAssistance.gov,282,https://www.dropbox.com/scl/fo/pvspqguds5hegb5qfvcuh/AMabo4zybreFPiHVulzahQ0?rlkey=04wex7sydikp4gted5nijbstn&dl=0,"PDF, CSV, XLSX",Finished,0.0,2025-01-31,ICPSR,
469,_datasets/form-eia-860.md,Form EIA-860,75,https://zenodo.org/records/13682785,"ZIP, JSON",Finished,4.2,2024-09-24,"PEDP, CaCo",US Energy Information Administration (EIA) Form 860 data for electric power plants with 1 megawatt or greater combined nameplate capacity.
470,_datasets/form-eia-861.md,Form EIA-861,76,https://zenodo.org/records/15111634,"ZIP, JSON",Finished,0.843,2025-04-01,"PEDP, CaCo",
471,_datasets/form-eia-923.md,Form EIA-923,77,https://zenodo.org/records/15074809,"ZIP, JSON",Finished,4.2,2025-04-01,"PEDP, CaCo","The EIA Form 923 collects detailed monthly and annual electric power data on electricity generation, fuel consumption, fossil fuel stocks, and receipts at the power plant and prime mover level."
472,_datasets/freight-analysis-framework-faf.md,Freight Analysis Framework (FAF),1119,https://www.datalumos.org/datalumos/project/231642/version/V2/view,"ZIP, TXT, XLSX, PDF",Finished,3.325,2025-05-30,"DRP, DL","Dataset loaded in two batches. This batch contains core datasets, GIS information, and metadata."
473,_datasets/freight-analysis-framework-faf.md,Freight Analysis Framework (FAF),1120,https://www.datalumos.org/datalumos/project/231661/version/V1/view,"ZIP, TXT, XLSX, PDF",Finished,22.269,2025-05-30,"DRP, DL",Dataset loaded in two batches. This batch contains experimental county-level data.
474,_datasets/fy-2019-nmtc-public-data-release-2003-2017-data-file.md,FY 2019 NMTC Public Data Release 2003-2017 Data File,793,https://www.datalumos.org/datalumos/project/225661/version/V1/view,"PDF, XLSX",Finished,0.004,2025-04-05,"DRP, DL",
475,_datasets/fy-2021-nmtc-public-data-release-2003-2019-data-file.md,FY 2021 NMTC Public Data Release 2003-2019 Data File,668,https://www.datalumos.org/datalumos/project/224368/version/V1/view,"PDF, XLSX",Finished,0.0,2025-03-26,"DRP, DL",
476,_datasets/fy-2022-nmtc-public-data-release-2003-2020-data-file.md,FY 2022 NMTC Public Data Release 2003-2020 Data File,670,https://www.datalumos.org/datalumos/project/224382/version/V1/view,ZIP,Finished,0.0,2025-03-26,"DRP, DL",
477,_datasets/fy-2023-nmtc-public-data-release-2003-2021-data-file.md,FY 2023 NMTC Public Data Release 2003-2021 Data File,669,https://www.datalumos.org/datalumos/project/224381/version/V1/view,ZIP,Finished,0.0,2025-03-26,"DRP, DL",
478,_datasets/fy-2024-nmtc-public-data-release-2003-2022-data-file.md,FY 2024 NMTC Public Data Release 2003-2022 Data File,664,https://www.datalumos.org/datalumos/project/224361/version/V1/view,"PDF, XLSX",Finished,0.0,2025-03-26,"DRP, DL",
479,_datasets/general-aviation-accident-dashboard-2012-2021.md,General Aviation Accident Dashboard 2012-2021,865,https://www.datalumos.org/datalumos/project/227861/version/V2/view,"PDF, XLSX, PNG",Finished,0.006,2025-04-25,"DRP, DL",
480,_datasets/geocoded-disasters-gdis-dataset.md,Geocoded Disasters (GDIS) Dataset,1727,https://www.datalumos.org/datalumos/project/240961/version/V1/view,,Finished,,2025-12-03,"DRP, DL",
481,_datasets/geographic-distribution-of-va-expenditures-gdx-report.md,Geographic Distribution of VA Expenditures (GDX) Report,615,https://www.datalumos.org/datalumos/project/223502/version/V1/view,"PDF, XLSX, XLS",Finished,0.03,2025-02-28,"DRP, DL",
482,_datasets/geographic-profile-of-employment-and-unemployment.md,Geographic Profile of Employment and Unemployment,1713,https://www.datalumos.org/datalumos/project/237529/version/V1/view,"XLSX, PNG, PDF",Finished,0.0002,2025-03-03,"DRP, DL",
483,_datasets/geological-history-of-the-worlds-oceanic-crust.md,Geological History of the World's Oceanic Crust,884,https://sciop.net/uploads/d07b78b8e23687a216784970ca627463c0af6f8b,"PNG, PDF, JPEG, IMG, XYZ",Finished,2.36,2025-04-25,"DRP, SRC",Torrent upload in progress. Alternate torrent location https://academictorrents.com/details/d07b78b8e23687a216784970ca627463c0af6f8b
484,_datasets/georgia-usaid-education-data.md,Georgia USAID Education Data,1449,https://www.datalumos.org/datalumos/project/238242/view,,Finished,,2025-06-26,"ICPSR, DL","One USAID-funded Georgian projects' data are included in this folder covering the period between 2011-2016.The project is 1) Primary Education Project (G-PriEd). Across the projects, the folder contains the following files and numbers of each codebooks (2), consent (0), data files (2), instruments (0), reports (0)."
485,_datasets/ghana-usaid-education-data.md,Ghana USAID Education Data,1463,https://www.datalumos.org/datalumos/project/237429/view,,Finished,,2025-06-26,"ICPSR, DL","Three USAID-funded Ghanaian projects’ data are included in this folder covering the period from 2013 to 2019 1) Ghana Early Grade Math Pilot, 2) Ghana Early Grade Reading Pilot, and 3) Ghana Global Partnership for Education (GPE). Across these projects, the folder contains the following files and numbers of each codebooks (16), consent (2), data files (16), instruments (11), and reports (3)."
486,_datasets/ghg-emission-factors-hub.md,GHG Emission Factors Hub,196,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi10.7910/DVN/GCUA0N,"XLSX, PDF, HTML",Finished,0.072,2025-02-14,"HD, CAFE-RCC",
487,_datasets/global-argo-data-repository-gadr.md,Global Argo Data Repository (GADR),1068,https://sciop.net/uploads/3f4dc4c18816475ec608589c5141372576a80898,nc,Uploading,30.0,2025-05-26,DRP,Alternate torrent location https://academictorrents.com/details/3f4dc4c18816475ec608589c5141372576a80898
488,_datasets/global-development-potential-indices.md,Global Development Potential Indices,1732,https://www.datalumos.org/datalumos/project/239963/version/V1/view,"GeoTIFF, PDF, PNG, WMS",Finished,9.28,2025-11-10,"DRP, DL",
489,_datasets/global-fire-weather-inventory.md,Global Fire Weather Inventory,1772,,,In Progress,,,"DRP, SRC",
490,_datasets/global-gridded-relative-deprivation-index-grdi-version-1.md,"Global Gridded Relative Deprivation Index (GRDI), Version 1",1724,https://www.datalumos.org/datalumos/project/240845/version/V2/view,GeoTIFF,Finished,0.4883,2025-01-12,"DRP, DL",
